latitude,longitude,altitude,bearing
12.89566,79.8034,66.0,235.63115849728086
12.89546,79.8031,66.0,235.63118211403912
12.89528,79.80279,66.0,239.21911493593322
12.89518,79.8026,66.0,241.63394621239883
12.89503,79.80228,66.0,244.31817656297693
12.89488,79.80192,65.0,246.85592381181903
12.89424,79.80053,65.0,244.7167739713322
12.89368,79.79928,65.0,245.31716451212571
12.89293,79.79756,68.0,245.90004047577816
12.89249,79.79661,68.0,244.58601763095857
12.89236,79.79634,68.0,243.71373526255013
12.89222,79.7961,68.0,239.1029342099996
12.89205,79.79586,68.0,233.99596403495525
12.89189,79.79566,65.0,230.6247240601406
12.89176,79.79551,65.0,228.3604375623456
12.89159,79.79535,69.0,222.53493170279003
12.89143,79.79522,69.0,218.37995457221916
12.89118,79.79503,69.0,216.53270572381558
12.89089,79.79482,69.0,215.21778802738004
12.89051,79.79454,69.0,215.6886519101112
12.89011,79.79426,69.0,214.30806593717455
12.8899,79.79411,69.0,214.8489635424942
12.88968,79.79395,69.0,215.33460548570625
12.88948,79.79377,70.0,221.26119622004984
12.88935,79.79365,74.0,221.98145208628443
12.88929,79.7936,74.0,219.08819224302502
12.88914,79.79343,74.0,227.8498819936882
12.88901,79.79327,74.0,230.18877416316516
12.88879,79.793,74.0,230.10861700849264
12.88837,79.79248,74.0,230.3560161943719
12.88824,79.79233,74.0,228.36083755747822
12.88802,79.79205,74.0,231.13052207873744
12.88751,79.79137,71.0,232.42605445181744
12.88705,79.79078,72.0,231.34698051365035
12.88688,79.79058,72.0,228.91279706502195
12.88641,79.79,72.0,230.26392172463997
12.88579,79.78922,71.0,230.80602395929054
12.88528,79.78857,70.0,231.1700279616634
12.88416,79.78712,67.0,231.60808874075448
12.8834,79.78595,67.0,236.3226892344138
12.88188,79.78342,72.0,238.35460355172214
12.8815,79.78274,69.0,240.17654908736375
12.88006,79.78008,70.0,240.95567245842375
12.87927,79.77862,71.0,240.96721514644926
12.87823,79.77671,71.0,240.81451210770734
12.87797,79.7762,71.0,242.39237145473803
12.87776,79.77571,71.0,246.26835894089055
12.87753,79.77503,71.0,250.8652446512887
12.87748,79.77485,75.0,254.09541015098154
12.87738,79.77448,75.0,254.50436931008576
12.87717,79.77363,75.0,255.77888916242966
12.87678,79.77202,73.0,256.0456500931268
12.87664,79.77147,73.0,255.36618620185882
12.87634,79.77043,77.0,253.51648878294327
12.87631,79.77032,77.0,254.37039268254443
12.87605,79.76934,77.0,254.7758008633271
12.87601,79.76915,77.0,257.8137609171959
12.87569,79.76783,78.0,256.03525950248
12.87561,79.76754,78.0,254.1997259000703
12.87538,79.76677,78.0,252.96473980299393
12.87521,79.76602,76.0,256.9106633041021
12.8751,79.76527,76.0,261.4441444382597
12.87507,79.76503,76.0,262.6932158821026
12.87504,79.76473,76.0,264.1431745504517
12.87502,79.76445,75.0,265.809417014478
12.875,79.76406,75.0,266.988796801439
12.87492,79.76221,74.0,267.46031776345956
12.87487,79.76122,74.0,267.0344078812353
12.87466,79.75713,74.0,266.9855375182361
12.87461,79.75633,74.0,266.3317755229834
12.87453,79.75486,76.0,266.8049317003259
12.8745,79.75413,79.0,267.58616876692037
12.87444,79.75318,79.0,266.2932879381797
12.87436,79.75239,79.0,264.0696321873885
12.87425,79.75131,79.0,264.0355936784587
12.87416,79.7505,79.0,263.49778910293685
12.87406,79.74955,78.0,263.8373277373854
12.87401,79.74901,78.0,264.5743731568281
12.87395,79.74858,78.0,261.8544629999816
12.87394,79.74847,78.0,264.67240316745495
12.87386,79.7478,77.0,263.01716247835486
12.87373,79.74658,77.0,263.76218749232123
12.87364,79.74561,76.0,264.5633085829108
12.8732,79.74133,77.0,263.98063545886873
12.87319,79.7411,77.0,267.4463697106554
12.87309,79.73817,75.0,267.9952410555329
12.87297,79.73605,76.0,266.6771953219799
12.87288,79.73441,74.0,266.7782386277719
12.87284,79.73365,74.0,266.90977276399605
12.87281,79.73317,77.0,266.33176627694377
12.87275,79.73201,77.0,266.9629989039141
12.87267,79.73126,77.0,263.75581455537406
12.87245,79.7299,76.0,260.5786234262433
12.87197,79.72715,76.0,259.8493433994815
12.87188,79.72667,77.0,259.1131146233048
12.87171,79.72578,77.0,258.914296237377
12.8715,79.72464,77.0,259.29975224451096
12.87137,79.72393,77.0,259.36282288639813
12.87133,79.72372,77.0,258.94452622564614
12.87125,79.72327,77.0,259.6651589511269
12.87119,79.72292,77.0,260.0267103990314
12.87106,79.72223,79.0,259.06184384123225
12.87103,79.72199,79.0,262.69333234471145
12.87101,79.72182,79.0,263.11888309005406
12.87091,79.7209,79.0,263.63806560872735
12.87082,79.71964,82.0,265.8095955235733
12.87079,79.71907,82.0,266.90977686816626
12.87078,79.71858,84.0,268.80079213158825
12.8708,79.71824,84.0,273.4530538671263
12.87089,79.71733,81.0,275.7929426513888
12.87102,79.7165,83.0,279.12742080851905
12.87104,79.71636,83.0,278.336751450235
12.87121,79.71516,83.0,278.2683642397511
12.87123,79.71481,83.0,273.35463172983935
12.87125,79.71434,85.0,272.49942533989116
12.87127,79.71394,85.0,272.93609960306844
12.87126,79.71342,85.0,268.8699630381035
12.87122,79.71267,85.0,266.8686691394864
12.8711,79.71069,83.0,266.44282721792433
12.87106,79.70982,84.0,267.2999132189194
12.87103,79.70928,84.0,266.7384487575162
12.87103,79.70914,84.0,270.0000155932292
12.87106,79.70885,84.0,276.0572789033754
12.87108,79.70871,84.0,278.3367527600422
12.87112,79.70857,84.0,286.33472971359726
12.87116,79.70845,84.0,288.8768384828055
12.87125,79.70823,84.0,292.764649072418
12.87141,79.7079,84.0,296.44328042524023
12.87168,79.70726,84.0,293.40057804653884
12.87185,79.70682,84.0,291.619600660637
12.87202,79.70637,84.0,291.18219093706796
12.87219,79.70587,84.0,289.2270156745764
12.87229,79.70557,84.0,288.8769354842027
12.87236,79.70535,84.0,288.07588940352457
12.8726,79.70436,84.0,283.9648174650907
12.8729,79.70294,84.0,282.22788367341445
12.87305,79.70201,86.0,279.3945110560862
12.8731,79.70131,86.0,274.190659594383
12.87313,79.70046,86.0,272.07352988504203
12.87316,79.69971,87.0,272.3496854116505
12.87318,79.69952,87.0,276.16277633268874
12.87326,79.69859,87.0,275.04278602135594
12.8733,79.69833,87.0,278.9680720288619
12.8735,79.69684,84.0,277.8398723507305
12.87356,79.69644,84.0,278.74740607542117
12.87363,79.69599,84.0,279.0661032471759
12.8738,79.69492,88.0,279.2565258809149
12.87388,79.69433,88.0,277.91850532942743
12.874,79.69339,90.0,277.4606125623394
12.87404,79.69293,90.0,275.09727440802897
12.87411,79.69095,91.0,272.07715130254553
12.87415,79.69016,91.0,272.9732760224389
12.8743,79.68633,89.0,272.3010138965822
12.87437,79.6853,89.0,273.9879630353354
12.87441,79.68457,89.0,273.2171504308102
12.87445,79.68332,91.0,271.88020971344
12.87447,79.68267,91.0,271.80788162467354
12.87447,79.68159,91.0,270.00012032050284
12.87446,79.68102,92.0,268.9690641707632
12.87445,79.68058,92.0,268.66453404976664
12.87438,79.67882,90.0,267.66391756662216
12.87431,79.67737,90.0,267.16514683364426
12.87424,79.67591,95.0,267.1845352865645
12.87423,79.67533,95.0,268.98683832574926
12.87418,79.67415,92.0,267.51130628987096
12.87415,79.67369,92.0,266.1727171033761
12.87408,79.67299,92.0,264.14324091903603
12.87389,79.67174,95.0,261.13796985980986
12.8738,79.67119,95.0,260.4714635866876
12.87369,79.67056,95.0,259.8457594221675
12.87366,79.67044,95.0,255.6166909705926
12.87362,79.67033,95.0,249.54386918043133
12.87357,79.6702,95.0,248.4691758278653
12.8735,79.67003,95.0,247.1017176059541
12.87345,79.66977,95.0,258.84079246581285
12.87339,79.66946,95.0,258.77062927760574
12.87328,79.66889,95.0,258.80266561273186
12.87304,79.66763,92.0,258.94456535164477
12.87286,79.66645,90.0,261.1068803964525
12.87272,79.66531,90.0,262.820221277901
12.87268,79.66491,90.0,264.14324032037035
12.8725,79.66319,93.0,263.87300713234396
12.8726,79.66256,93.0,279.24794125279556
12.87227,79.65952,96.0,263.64656729483056
12.87217,79.65873,96.0,262.60188783843546
12.87194,79.65753,96.0,258.8772269958253
12.87174,79.65669,96.0,256.27527879936326
12.87133,79.65524,96.0,253.8255225535818
12.87094,79.6538,94.0,254.47413277311608
12.87015,79.65109,96.0,253.3522860856765
12.86986,79.6499,95.0,255.96510625836743
12.86958,79.64882,95.0,255.10758493935623
12.8695,79.6484,95.0,258.9446274425492
12.86947,79.64806,95.0,264.8283521505557
12.86947,79.64728,98.0,270.00008686495676
12.86951,79.64692,98.0,276.5022199999953
12.8698,79.64569,99.0,283.595930230766
12.87002,79.64462,99.0,281.90959500829416
12.87048,79.64271,97.0,283.87695241964275
12.87071,79.64183,97.0,285.0081308551659
12.8711,79.64052,100.0,286.981917903184
12.87151,79.63884,97.0,284.0546499554926
12.87163,79.63844,97.0,287.10489051605026
12.87173,79.6381,97.0,286.78854346802734
12.87189,79.6376,97.0,288.1724046657432
12.87207,79.63715,97.0,292.30893281445617
12.87224,79.63671,97.0,291.61963118778453
12.87237,79.6363,97.0,288.0170040348751
12.87251,79.63581,97.0,286.33485134577563
12.8726,79.6353,95.0,280.26062687139324
12.87264,79.63498,95.0,277.30677543312373
12.87269,79.634,95.0,272.99599239773136
12.87273,79.6331,97.0,272.6104213902437
12.87277,79.63272,97.0,276.1627872524555
12.8728,79.63242,97.0,275.8568396268047
12.87289,79.63202,97.0,282.9963753876232
12.87303,79.63148,97.0,284.8927793770739
12.87315,79.6311,99.0,287.9487980444288
12.87327,79.63073,99.0,288.40161517759634
12.87373,79.62937,99.0,289.13468921430683
12.87416,79.62818,100.0,290.3379621435009
12.87434,79.62758,100.0,287.1050849786982
12.87445,79.62704,98.0,281.80257508377224
12.87453,79.62641,98.0,277.4215617353317
12.87455,79.62618,98.0,275.0972593033306
12.87453,79.62551,98.0,268.2461951065493
12.87447,79.62475,96.0,265.37018996802897
12.87437,79.62346,96.0,265.4536410127106
12.87422,79.62121,98.0,266.08812387219893
12.87421,79.62111,98.0,264.14317175784305
12.87414,79.61994,98.0,266.48818762598665
12.87411,79.61914,98.0,267.79717928195123
12.8741,79.61868,99.0,268.72258424914617
12.87408,79.61835,99.0,266.4426019821626
12.87408,79.61799,99.0,270.000040105618
12.8741,79.61769,99.0,273.91215702456134
12.87415,79.61737,99.0,279.1059045343402
12.87422,79.617,99.0,280.98278253803124
12.87432,79.61664,102.0,285.90445512708027
12.87447,79.61627,102.0,292.58050163812715
12.87466,79.6159,102.0,297.77833162827744
12.87485,79.61556,102.0,299.82288048712604
12.87509,79.61527,108.0,310.3289404328702
12.87563,79.61468,108.0,313.1938959964834
12.876,79.6143,107.0,314.96560581016223
12.87641,79.61386,107.0,313.7070410119362
12.87677,79.61349,107.0,314.9447595149728
12.87689,79.61334,107.0,309.37361664999986
12.87721,79.61289,107.0,306.10917628643875
12.87736,79.61264,107.0,301.61147484401965
12.87753,79.61231,107.0,297.85390732145106
12.87763,79.61206,107.0,292.3093600638986
12.87777,79.61162,107.0,288.07627631497576
12.87798,79.6109,107.0,286.6568503384781
12.87848,79.60901,105.0,285.18326814718057
12.87887,79.6077,108.0,286.98241408250925
12.87909,79.6071,108.0,290.61279935342606
12.87928,79.60661,107.0,291.6908327078572
12.87954,79.60601,108.0,293.9660162165019
12.87976,79.60554,108.0,295.6487819978922
12.88017,79.60474,108.0,297.7322388048737
12.88048,79.60408,108.0,295.72580038348656
12.88068,79.60367,108.0,296.5832659401724
12.8809,79.6033,108.0,301.38086088136737
12.88093,79.60324,108.0,297.1536139180883
12.8816,79.6021,106.0,301.0855483977409
12.88197,79.60147,105.0,301.0675346131977
12.88242,79.60057,105.0,297.15382642953233
12.88278,79.59966,107.0,292.0883648155352
12.88286,79.59946,107.0,292.3097753077305
12.88295,79.59928,107.0,297.15381211066216
12.88306,79.59907,107.0,298.2507477891206
12.88317,79.5989,107.0,303.5749488268281
12.88329,79.59873,107.0,305.90872068511936
12.88342,79.59856,105.0,308.1125614000383
12.88356,79.5984,105.0,311.9110581098307
12.88372,79.59824,105.0,315.73038579817495
12.8839,79.59808,105.0,319.0907468772112
12.88406,79.59795,105.0,321.6192358631355
12.88423,79.59784,110.0,327.75760382944054
12.88447,79.59769,110.0,328.6475762723336
12.88472,79.59755,110.0,331.36989534471553
12.88709,79.59616,108.0,330.24236063046055
12.888,79.59562,106.0,329.95246018314754
12.88817,79.59552,106.0,330.16935180098614
12.88824,79.59548,106.0,330.88076998378614
12.88897,79.59505,106.0,330.1355820190567
12.88914,79.59495,106.0,330.1694475813857
12.88932,79.59482,106.0,324.8535307706147
12.8895,79.59467,106.0,320.91184014509764
12.88964,79.59453,106.0,315.7310617013153
12.8898,79.59436,106.0,313.99460053750937
12.88993,79.5942,106.0,309.8113504410736
12.89003,79.59407,106.0,308.2775619768951
12.89006,79.59403,106.0,307.57427799797614
12.89019,79.59382,106.0,302.41765822038326
12.89031,79.59361,109.0,300.37891211732205
12.89047,79.59329,109.0,297.1545231400921
12.8906,79.59303,109.0,297.1545299236584
12.8914,79.59138,108.0,296.44522130256263
12.89223,79.58971,107.0,297.0153080639353
12.89245,79.58923,110.0,295.18231767707437
12.89271,79.5887,110.0,296.7140225865532
12.89314,79.58772,110.0,294.23374782441357
12.89337,79.58717,110.0,293.21929409807524
12.89364,79.58648,110.0,291.8718711340824
12.89389,79.58579,110.0,290.3897164759719
12.89395,79.58563,110.0,291.04176526323613
12.89405,79.58534,112.0,289.4811373800086
12.89414,79.58504,112.0,287.10632772282827
12.89424,79.58464,112.0,284.3844961852921
12.89435,79.58414,112.0,282.7181260430962
12.89461,79.58289,112.0,282.0453207941546
12.89478,79.58212,112.0,282.761749547289
12.89491,79.58152,112.0,282.53159710809075
12.89504,79.58101,111.0,284.6545687716163
12.89515,79.5806,111.0,285.38876089006936
12.89524,79.58021,111.0,283.3190259510556
12.89534,79.57986,111.0,286.3362465099624
12.89555,79.5791,110.0,285.82626606077764
12.89575,79.57837,110.0,285.6987100322718
12.89586,79.57795,109.0,285.03919106171503
12.896,79.57746,109.0,286.3363016852067
12.89607,79.57717,109.0,283.90814505719175
12.89611,79.57695,110.0,280.56559106560695
12.89615,79.57674,110.0,281.05658736664327
12.89619,79.57652,110.0,280.56559436766037
12.89633,79.57552,110.0,278.17319945198017
12.89665,79.57322,112.0,278.1232669470329
12.89667,79.5731,112.0,279.70260959270064
12.89721,79.56933,111.0,278.3598103466418
12.89723,79.56911,111.0,275.32812591132017
12.89749,79.56736,110.0,278.66633107694804
12.89759,79.56675,110.0,279.54658945411273
12.89769,79.56616,114.0,279.8639466871232
12.89781,79.56558,114.0,281.98334981328395
12.89789,79.56513,114.0,280.3360137193465
12.89792,79.56489,111.0,277.30749627650675
12.89794,79.56452,112.0,273.17402367612726
12.89795,79.56409,112.0,271.3667379372448
12.89796,79.56359,112.0,271.17546725004746
12.89796,79.56305,112.0,270.0000602682837
12.89798,79.56243,113.0,271.8954685128781
12.89799,79.5619,113.0,271.108955118896
12.898,79.56141,113.0,271.1994473770917
12.89802,79.5611,113.0,273.78669443100375
12.89806,79.56014,113.0,272.44773540546583
12.8981,79.5592,113.0,272.49974540228106
12.89814,79.55846,113.0,273.1740673771923
12.89817,79.55797,116.0,273.59403959695226
12.89819,79.55752,116.0,272.6106364595148
12.89821,79.55723,116.0,274.0470043504549
12.89828,79.55588,113.0,273.04507497320316
12.89837,79.55439,113.0,273.54603611921675
12.8984,79.55386,116.0,273.3234356667527
12.89841,79.55347,116.0,271.5068479526004
12.89844,79.55162,114.0,270.9532903822593
12.89844,79.55133,114.0,270.0000323674237
12.89845,79.55101,114.0,271.8362484878722
12.89845,79.55041,114.0,270.00006696706606
12.89844,79.54975,115.0,269.109555476699
12.89839,79.54786,115.0,268.44559451212956
12.89839,79.54781,115.0,270.0000055804447
12.89832,79.54469,117.0,268.68182338223824
12.89829,79.54368,116.0,268.2547448654899
12.89828,79.54323,116.0,268.69407875529373
12.89826,79.54269,116.0,267.82411097587453
12.89826,79.54205,116.0,270.0000714306189
12.89825,79.54139,116.0,269.109556151496
12.89824,79.54096,116.0,268.63335640861646
12.89823,79.54079,116.0,266.54662552009216
12.89821,79.54015,116.0,268.1638603086929
12.89813,79.53861,115.0,266.94960994171726
12.89804,79.53577,118.0,268.1382628026764
12.89799,79.53459,118.0,267.5110702012187
12.89798,79.53438,118.0,267.20325514877374
12.89802,79.53368,118.0,273.35502873366386
12.89812,79.53302,119.0,278.8352573998784
12.89814,79.53287,119.0,277.7888615136308
12.89823,79.53243,119.0,281.85105242262523
12.89836,79.53188,119.0,283.6301807630682
12.89846,79.53137,119.0,281.37355560803354
12.89853,79.53087,123.0,278.1732156821536
12.89855,79.53038,123.0,272.3977950457954
12.8985,79.52936,123.0,267.12121786958147
12.89836,79.52701,120.0,266.50288898104225
12.89828,79.52578,120.0,266.1827775397664
12.89806,79.52457,121.0,259.4344826829351
12.89798,79.5237,121.0,264.6110945857939
12.89792,79.52234,120.0,267.4087371531596
12.89785,79.52088,119.0,267.18427056018277
12.89773,79.51836,120.0,267.2035151351448
12.89768,79.51669,120.0,268.2408963860102
12.89766,79.51543,118.0,269.0672270209681
12.89764,79.51493,118.0,267.6502242996804
12.89754,79.51197,122.0,268.0153568782673
12.8975,79.51072,122.0,268.1198958347583
12.89743,79.50903,123.0,267.5670314828203
12.89735,79.50828,125.0,263.7552042588124
12.89721,79.5071,125.0,263.06052691072625
12.89715,79.50672,125.0,260.79912062040563
12.8967,79.50384,122.0,260.8936374357045
12.89662,79.50333,122.0,260.858271853573
12.89639,79.50198,122.0,260.0861800913456
12.89627,79.5011,122.0,262.0365371040924
12.89621,79.49967,124.0,267.53545377823036
12.89619,79.49889,124.0,268.4932958905579
12.89624,79.49838,124.0,275.7433325668598
12.89639,79.49782,123.0,285.3650487908307
12.89665,79.49707,123.0,289.5773885532823
12.89815,79.4933,124.0,292.20451081304986
12.89957,79.4901,124.0,294.47717132658653
12.90056,79.48789,124.0,294.6819953568023
12.90123,79.48673,123.0,300.64870971865724
12.90132,79.48658,123.0,301.6139143026492
12.90189,79.4856,123.0,300.8244800882913
12.9022,79.48487,128.0,293.54074151214724
12.90233,79.48424,128.0,281.9527760423465
12.90234,79.48328,128.0,270.6123739509188
12.90231,79.48139,128.0,269.0672800506767
12.9023,79.48111,124.0,267.90168987531007
12.90225,79.48016,124.0,266.9094318474858
12.9021,79.47841,127.0,264.9748521053371
12.902,79.47732,129.0,264.6233206478121
12.90199,79.47715,129.0,266.5465737453218
12.90169,79.47408,131.0,264.27552250760584
12.90163,79.47348,131.0,264.14259011285367
12.9015,79.47197,130.0,264.9527649635657
12.90133,79.47025,127.0,264.21036555987723
12.90094,79.46486,131.0,265.75532069953044
12.90081,79.46312,131.0,265.6171917874582
12.90077,79.46251,131.0,266.15147428710213
12.90058,79.46033,134.0,264.89085017123296
12.90054,79.45976,134.0,265.88229555535736
12.9005,79.45912,134.0,266.331379667996
12.90033,79.45657,136.0,266.08775105426
12.90013,79.4536,138.0,266.0484049079237
12.90012,79.45348,138.0,265.1136173683456
12.90007,79.4525,138.0,267.0038986095194
12.90007,79.45237,138.0,270.0000145116984
12.90014,79.45053,138.0,272.2352409462746
12.90027,79.44746,140.0,272.4878064359549
12.90045,79.44383,139.0,272.9125750378016
12.90045,79.44372,137.0,270.00001227928885
12.90047,79.44343,137.0,274.04704079372596
12.9005,79.44269,137.0,272.3816592245316
12.90051,79.44236,137.0,271.780657830266
12.90056,79.44125,146.0,272.64596340948583
12.9006,79.44077,146.0,274.88645845190547
12.90066,79.43984,146.0,273.78680318890525
12.90073,79.43871,145.0,273.6364416529984
12.90084,79.43762,145.0,275.910937578836
12.9009,79.43717,142.0,277.7889792650918
12.90112,79.43557,142.0,278.0293890613155
12.90159,79.43302,140.0,280.70775796457286
12.90241,79.42818,133.0,279.86059367801647
12.90273,79.4266,139.0,281.7379557036482
12.90302,79.42531,139.0,282.9871649019238
12.90316,79.42469,143.0,283.0429136910726
12.90374,79.42265,141.0,286.2610987107121
12.90405,79.42163,141.0,287.31736535722416
12.90421,79.42079,146.0,281.0570025975907
12.90431,79.41977,146.0,275.7435730160702
12.90439,79.41913,146.0,277.3077271993242
12.90442,79.41888,146.0,277.0183538551018
12.90456,79.41841,147.0,286.99270302874373
12.90473,79.41786,147.0,287.59387604923165
12.90481,79.41767,147.0,293.36257377440063
12.90511,79.41687,147.0,291.04268403802246
12.90542,79.41602,144.0,290.51377442063887
12.90604,79.41441,145.0,291.557825891182
12.90675,79.41263,146.0,292.2552977492551
12.9068,79.4125,146.0,291.5334455839346
12.90689,79.41227,150.0,291.87287612901576
12.90693,79.41216,150.0,290.45864866623697
12.90729,79.41125,150.0,292.09032022437594
12.90763,79.41033,150.0,290.76409598768754
12.90802,79.40917,150.0,289.03061399943147
12.90808,79.4089,150.0,282.8430091246627
12.90874,79.40655,157.0,286.07368000420956
12.9091,79.40516,161.0,284.8802900929485
12.90931,79.4045,161.0,288.078428371074
12.90955,79.40393,158.0,293.36300498405785
12.90957,79.40385,158.0,284.38530774025514
12.91016,79.40263,158.0,296.38834433077267
12.91031,79.40229,158.0,294.35240464576634
12.91042,79.40199,152.0,290.6151336726394
12.91053,79.40174,152.0,294.29499268791596
12.91084,79.40108,152.0,295.7285187230567
12.91103,79.40069,152.0,296.5566390711083
12.9111,79.40059,152.0,305.6842700563695
12.91185,79.39916,151.0,298.2839700023331
12.91191,79.39903,151.0,295.33809602264176
12.91332,79.39649,153.0,299.66266734729476
12.91442,79.39451,156.0,299.68214113152493
12.91585,79.39183,157.0,298.69795802304105
12.91606,79.39139,159.0,296.08926904491113
12.91612,79.39093,159.0,277.6221265587478
12.91624,79.39065,159.0,293.73495937459086
12.91655,79.38981,159.0,290.7381597018783
12.91679,79.38912,147.0,289.6393181838272
12.91688,79.38875,147.0,284.0124566982327
12.91694,79.38835,147.0,278.7488991458351
12.91696,79.38792,147.0,272.7320818412352
12.91693,79.38725,153.0,267.36983678823066
12.91685,79.38676,153.0,260.4910634391993
12.91682,79.38667,153.0,251.11998239365704
12.91679,79.38656,153.0,254.36798776068042
12.91678,79.3865,153.0,260.2966443591064
12.917,79.38642,153.0,340.48391758372566
12.91755,79.38617,153.0,336.10464241504314
12.91778,79.38609,153.0,341.27214680376903
12.91793,79.38602,153.0,335.54130530227326
12.91807,79.38591,153.0,322.55408521018444
12.91817,79.38592,153.0,5.566979587259766
12.91854,79.38497,150.0,291.78113281749665
12.91903,79.38359,152.0,290.0165066600678
12.91904,79.3835,152.0,276.50346622170554
12.91951,79.38222,157.0,290.64273273827814
12.91964,79.38186,157.0,290.32921028174036
12.9199,79.38115,160.0,290.59170976758355
12.92002,79.38088,160.0,294.5124724712987
12.92014,79.38058,160.0,292.31278406724675
12.9203,79.38021,160.0,293.9252265404956
12.92056,79.37971,160.0,298.0803157423815
12.92065,79.37952,160.0,295.91926527907873
12.92089,79.37906,162.0,298.1598665661869
12.92108,79.37871,162.0,299.1160845136419
12.92127,79.37835,162.0,298.43509912256843
12.92149,79.37792,162.0,297.69592867760616
12.92171,79.37748,162.0,297.15744087511126
12.9219,79.3771,162.0,297.15745326747475
12.92207,79.37679,166.0,299.3636891045499
12.92225,79.37648,166.0,300.7836539537168
12.9226,79.37583,166.0,298.91866462781985
12.92282,79.37543,166.0,299.4357357098622
12.92297,79.37515,164.0,298.7947887769476
12.9232,79.37471,166.0,298.20521646752115
12.9233,79.37448,166.0,294.0407978000677
12.9234,79.3742,166.0,290.12409480723267
12.92349,79.37385,166.0,284.77937627467156
12.92354,79.37367,166.0,285.9074075367696
12.92362,79.37329,166.0,282.18854996504155
12.92373,79.3728,166.0,282.970458406131
12.92383,79.37236,166.0,283.1257137044518
12.92393,79.37187,166.0,281.8261239776821
12.92394,79.37183,166.0,284.3860966664073
12.92399,79.37165,166.0,285.90743475588147
12.92404,79.3715,166.0,288.88054875823815
12.92409,79.3714,166.0,297.15763256069795
12.92415,79.37133,166.0,311.3290875825191
12.92447,79.3708,170.0,301.7769044836913
12.92474,79.37035,170.0,301.6163356614339
12.92489,79.36986,170.0,287.4365075881716
12.92493,79.36961,170.0,279.32250525622896
12.92497,79.36929,170.0,277.30828749264174
12.92506,79.36807,168.0,274.32849557283265
12.92511,79.36734,168.0,274.0198567624423
12.92522,79.36587,172.0,274.3904457085271
12.9253,79.36459,172.0,273.6691971428466
12.92535,79.36397,175.0,274.7300413151608
12.92539,79.3633,175.0,273.50526362382084
12.92546,79.36247,172.0,274.94556905743565
12.92547,79.36204,172.0,271.3668884749757
12.92552,79.3607,172.0,272.19256038154134
12.92553,79.3605,172.0,272.9367131674488
12.92545,79.35936,167.0,265.8819500399681
12.92543,79.35915,167.0,264.41914226529946
12.92542,79.35909,167.0,260.2963150478348
12.92539,79.35848,167.0,267.1114390679056
12.92537,79.35761,166.0,268.6489623294543
12.9254,79.35711,166.0,273.5227267421728
12.92541,79.35691,166.0,272.9367117575189
12.92544,79.35642,166.0,273.59443084567044
12.92555,79.35462,169.0,273.5879395113878
12.92554,79.35407,166.0,268.93136169762687
12.92552,79.35398,166.0,257.1561622761665
12.9255,79.35389,166.0,257.15616327074645
12.92545,79.35262,166.0,267.6870180248442
12.92545,79.35252,166.0,270.00001118453423
12.92546,79.35218,166.0,271.7284925063214
12.92548,79.35201,169.0,276.8826381596754
12.92566,79.35153,169.0,291.0442322354541
12.92593,79.35098,169.0,296.73317012212414
12.92596,79.35091,169.0,293.73576136749875
12.92602,79.35078,169.0,295.33934791367994
12.92614,79.35049,169.0,293.00375330598587
12.9262,79.35036,169.0,295.3393638949623
12.92642,79.34986,169.0,294.2963827215852
12.92643,79.34983,169.0,288.8807046840648
12.92656,79.3495,169.0,292.0077210166227
12.92662,79.34936,169.0,293.7358237464564
12.92669,79.34916,169.0,289.7532663464229
12.92682,79.34877,169.0,288.88076814392923
12.92693,79.34849,169.0,291.9530377011833
12.92699,79.34834,169.0,292.3133218067305
12.9271,79.34807,170.0,292.6850239211556
12.92722,79.34779,168.0,293.7358876141707
12.92813,79.34532,164.0,290.70697775983865
12.92821,79.34512,164.0,292.31342495505453
12.92847,79.34444,164.0,291.42002543078235
12.92858,79.34414,164.0,290.61650652599263
12.9287,79.34382,164.0,291.0444505057315
12.92906,79.34288,164.0,291.4519705910645
12.92912,79.34271,164.0,289.9064443033186
12.92925,79.34234,164.0,289.82380561991
12.92962,79.34114,164.0,287.5551126944565
12.93006,79.33966,164.0,286.9635191389993
12.93021,79.33921,165.0,288.88101243787065
12.93029,79.33892,165.0,285.8036162353558
12.93035,79.33872,165.0,287.108651503569
12.9304,79.33855,165.0,286.79224265067114
12.93049,79.3383,165.0,290.27255532358146
12.93053,79.3382,165.0,292.3136024546682
12.93073,79.33784,165.0,299.6836145224261
12.93134,79.33679,167.0,300.7979600462366
12.93183,79.33585,167.0,298.1398143887719
12.93189,79.33573,167.0,297.1583614807446
12.93195,79.33563,167.0,301.6170461417703
12.93209,79.33533,169.0,295.58565038925036
12.93216,79.33519,169.0,297.1583884310092
12.9322,79.33512,169.0,300.38309018801533
12.93223,79.33501,169.0,285.6329545039402
12.93284,79.33324,176.0,289.4739017701868
12.93288,79.3331,176.0,286.338548446362
12.93299,79.33277,176.0,288.8811958726517
12.933,79.33273,176.0,284.3865971926202
12.93302,79.33267,176.0,288.88117093411586
12.93304,79.33259,176.0,284.38660360602245
12.93324,79.33202,176.0,289.7994453658573
12.93338,79.33161,175.0,289.30802642249216
12.93347,79.33136,175.0,290.2727777318391
12.93353,79.3313,175.0,315.73608645426873
12.93368,79.33093,177.0,292.5853117178346
12.93375,79.3308,177.0,298.9197034439305
12.93382,79.33071,177.0,308.59072231479337
12.93394,79.33054,177.0,305.9142352905767
